Account Number,Account Type,Account Holder ID,Balance Date,Balance,Name,Date of Birth,Contact Number,First Line of Address,Transaction ID,Account To,Transaction Date,Value,Cancelled?
74441123,Gold,70613921,2023-01-31,833.24,Sebastien Cahn,01/03/2002,07110855146,16412 Pennsylvania Point,7893312475.0,33527603.0,2023-02-13,1154.7,N
74544582,Basic,81784295,2023-01-31,407.96,Kelcey Rosenhaupt,16/12/1980,07546294865,4456 Farwell Pass,6377660596.0,19956941.0,2023-02-08,1010.6,N
75134291,Basic,23415773,2023-01-31,903.25,Corabel Leisman,10/10/1948,07782076118,22 Weeping Birch Point,1893648036.0,58925998.0,2023-02-12,1261.6,N
75747094,Basic,80601641,2023-01-31,289.48,Edith Carmen,23/12/2000,07384976565,61 Hansons Park,6911274516.0,85496714.0,2023-02-12,1314.3,N
75762044,Basic,74637124,2023-01-31,980.08,Holt Hughes,19/10/1954,07493217015,968 Bartelt Alley,634727354.0,89225677.0,2023-02-07,1107.6,N
76146870,Basic,69518742,2023-01-31,414.24,Dianne Obern,07/04/1940,07665669464,64097 Sauthoff Court,9675139412.0,52835507.0,2023-02-14,1053.5,N
76169332,Basic,98682102,2023-01-31,615.46,Jacqueline Comello,15/08/1933,07366780779,2669 Sommers Way,3478144698.0,99481977.0,2023-02-02,1695.5,N
76257915,Gold,44222762,2023-01-31,795.66,Lemmy Kingaby,09/08/1993,07295738518,10809 Florence Hill,5400364764.0,76482858.0,2023-02-07,1236.7,N
76546657,Gold,15219884,2023-01-31,434.77,Nathanil Crate,30/11/1974,07149355836,3 Beilfuss Alley,9187890232.0,46597215.0,2023-02-08,1123.1,N
76662799,Basic,75676679,2023-01-31,296.68,Lena McGiff,29/06/1960,07530042054,6839 Nobel Road,5824449856.0,88538200.0,2023-02-10,1394.1,N
76847816,Gold,91111081,2023-01-31,197.8,Maribeth L'Episcopio,04/12/1944,07146390021,81708 Almo Lane,1911852973.0,72716288.0,2023-02-07,1282.4,N
77342574,Gold,63713675,2023-01-31,907.34,Pace Le Guin,02/12/1941,07280999435,3 2nd Way,3827516005.0,19980716.0,2023-02-02,1774.7,N
77342574,Gold,63713675,2023-01-31,907.34,Pace Le Guin,02/12/1941,07280999435,3 2nd Way,6813115820.0,35405748.0,2023-02-02,1666.0,N
77554032,Gold,88425247,2023-01-31,646.5,Randi Rubinivitz,27/03/1979,07367414287,14 Rigney Crossing,6575815251.0,26632358.0,2023-02-07,1029.9,N
77931114,Gold,12707756,2023-01-31,480.52,Lara Betteriss,29/09/1997,07847260700,3774 Shopko Center,9076940436.0,46643937.0,2023-02-12,1041.9,N
78296743,Gold,63537200,2023-01-31,406.97,Silvain Gypson,17/02/1989,07180030696,366 Hagan Drive,7087580108.0,44317934.0,2023-02-01,1888.2,N
78343618,Basic,38347662,2023-01-31,30.43,Torrence Owtram,23/07/1992,07848649593,84 Pepper Wood Pass,2837013145.0,87801896.0,2023-02-03,1632.0,N
78343618,Basic,38347662,2023-01-31,30.43,Torrence Owtram,23/07/1992,07848649593,84 Pepper Wood Pass,6438233536.0,71718483.0,2023-02-02,1193.3,N
78362587,Gold,23785249,2023-01-31,390.79,Derrik Fenelow,28/02/1950,07290005814,6627 Union Center,560740182.0,67147649.0,2023-02-02,1499.9,N
78362587,Gold,23785249,2023-01-31,390.79,Derrik Fenelow,28/02/1950,07290005814,6627 Union Center,921255039.0,81994568.0,2023-02-04,1510.5,N
78362587,Gold,23785249,2023-01-31,390.79,Derrik Fenelow,28/02/1950,07290005814,6627 Union Center,5805207273.0,87179572.0,2023-02-01,1292.5,N
78395863,Gold,43120555,2023-01-31,458.24,Martynne Leversha,06/11/1989,07109047769,81 Algoma Crossing,6568574511.0,54301151.0,2023-02-12,1619.3,N
78541427,Basic,57993685,2023-01-31,366.51,Audrye Yarmouth,07/01/1937,07294196796,33 Banding Circle,5934283340.0,32424424.0,2023-02-06,1751.6,N
78773905,Basic,14287372,2023-01-31,511.78,Kary Jeanneau,02/12/1949,07581411435,66 Lawn Junction,2589340206.0,25779398.0,2023-02-11,1104.5,N
78927989,Gold,87222885,2023-01-31,825.23,Juline Gillion,18/10/1993,07398841684,1540 Karstens Way,5106930413.0,16223952.0,2023-02-05,1174.8,N
79033058,Basic,46306899,2023-01-31,97.12,Barnaby Boydon,10/11/1964,07560843018,917 Charing Cross Parkway,9800350713.0,30112323.0,2023-02-09,1504.7,N
79570236,Gold,95393533,2023-01-31,91.66,Cicily Dearnly,13/05/1980,07353891176,7585 Michigan Park,2966603895.0,39504855.0,2023-02-11,1000.2,N
80360244,Basic,4116700,2023-01-31,658.35,Elysia Holah,10/08/1973,07662674087,8420 Sugar Center,187032653.0,54565625.0,2023-02-06,1947.3,N
80610910,Basic,75817498,2023-01-31,139.54,Liva Sotheron,04/10/1994,07195063101,33439 Dexter Trail,4692910372.0,98940578.0,2023-02-06,1032.3,N
80678427,Basic,90881466,2023-01-31,97.72,Miguelita Wildbore,03/02/1976,07865100182,134 Gale Hill,3268335284.0,61781801.0,2023-02-08,1051.4,N
80787776,Gold,40267424,2023-01-31,460.46,Saundra Hargitt,01/09/1988,07281724264,7211 Eastlawn Junction,8821350304.0,64237458.0,2023-02-05,1295.5,N
80808205,Basic,14515913,2023-01-31,280.92,Aymer Chessman,14/05/1979,07629430015,92952 Jackson Place,3988237213.0,47483982.0,2023-02-13,1017.6,N
80808205,Basic,14515913,2023-01-31,280.92,Aymer Chessman,14/05/1979,07629430015,92952 Jackson Place,7389839740.0,92052516.0,2023-02-02,1082.7,N
80808205,Basic,14515913,2023-01-31,280.92,Aymer Chessman,14/05/1979,07629430015,92952 Jackson Place,8244446277.0,37796234.0,2023-02-02,1698.0,N
81049128,Basic,72939081,2023-01-31,694.91,Joanne Shrieves,21/12/1961,07961408348,31 Sauthoff Terrace,3776478144.0,85559926.0,2023-02-09,1727.8,N
81384411,Basic,19508036,2023-01-31,175.86,Donella Stutely,16/09/1992,07497282395,74 Fremont Court,8535701494.0,85994636.0,2023-02-04,1361.0,N
81445756,Basic,62579126,2023-01-31,267.66,Mic Knok,24/04/1996,07865262263,81645 Menomonie Hill,1571769293.0,79933337.0,2023-02-03,1253.8,N
81655495,Basic,84399484,2023-01-31,315.33,Vernice Blonfield,15/03/1933,07981776102,718 Heath Way,275656446.0,28911002.0,2023-02-01,1139.7,N
81655495,Basic,84399484,2023-01-31,315.33,Vernice Blonfield,15/03/1933,07981776102,718 Heath Way,9709278754.0,59705091.0,2023-02-02,1091.2,N
81855175,Basic,40254216,2023-01-31,907.59,Iona Ehlerding,14/11/1986,07469952982,14308 Heath Pass,9778671273.0,91259453.0,2023-02-12,1801.4,N
82023979,Gold,76986856,2023-01-31,744.37,Barb Eminson,20/07/1974,07748168711,3149 American Ash Hill,46779876.0,21694967.0,2023-02-02,1019.5,N
82314789,Basic,32672743,2023-01-31,735.77,Carrie Agdahl,01/11/1944,07526689864,890 Sutteridge Court,7898967763.0,47091705.0,2023-02-09,1340.1,N
82764940,Gold,76581569,2023-01-31,876.37,Becca Neasham,12/04/1975,07801802851,6 Raven Place,5673229496.0,41085190.0,2023-02-10,1580.9,N
82776251,Basic,87578446,2023-01-31,747.11,Morlee Urridge,09/01/1979,07504374105,1 Towne Park,974884987.0,44228646.0,2023-02-04,1315.2,N
82911152,Basic,968774,2023-01-31,564.11,Elmer Keable,22/05/1979,07858847361,82 Cascade Road,6519971022.0,18133554.0,2023-02-11,1104.0,N
82920281,Basic,30951349,2023-01-31,41.13,Fernanda Silvester,22/06/1956,07264886209,55 Sugar Parkway,1118814797.0,72008772.0,2023-02-03,1791.6,N
83003822,Basic,30667689,2023-01-31,286.54,Paulie Gofton,04/12/1957,07504506285,40 Oak Circle,7953628902.0,81267006.0,2023-02-10,1430.6,N
83530155,Basic,85140865,2023-01-31,638.57,Doyle Abbyss,15/05/1934,07121818033,1493 Tomscot Road,248526839.0,98620342.0,2023-02-12,1006.5,N
83530541,Gold,40898819,2023-01-31,630.6,Lind Mickelwright,12/12/1972,07478747011,4391 Amoth Center,7447043141.0,52203356.0,2023-02-08,1316.4,N
83981442,Gold,84350400,2023-01-31,89.35,Emelyne Victory,27/06/1975,07635714109,793 Oak Center,2959546091.0,65724980.0,2023-02-06,1138.4,N
84188877,Basic,74717793,2023-01-31,624.29,Milly McCullogh,23/07/1966,07311953078,6491 Northview Junction,6666668774.0,68973836.0,2023-02-11,1273.1,N
84188877,Basic,74717793,2023-01-31,624.29,Milly McCullogh,23/07/1966,07311953078,6491 Northview Junction,8896546893.0,18718399.0,2023-02-10,1800.7,N
84310867,Gold,76544315,2023-01-31,258.66,Emlynne Oneile,19/08/1968,07871594297,42 Stoughton Trail,2456424484.0,29288598.0,2023-02-14,1295.6,N
84366763,Gold,50060956,2023-01-31,734.48,Hedda Breukelman,16/08/1981,07559993711,5 Monument Circle,9534445568.0,77418940.0,2023-02-11,1012.8,N
84406205,Basic,38257919,2023-01-31,818.63,Kienan Agate,15/10/1952,07498582538,14 Melvin Pass,791244091.0,16118153.0,2023-02-13,1827.6,N
84448752,Gold,53288992,2023-01-31,412.15,Opaline Huddart,31/03/1938,07532581601,927 Algoma Park,2833053614.0,76343783.0,2023-02-08,1253.6,N
84746166,Gold,76534206,2023-01-31,806.73,Wainwright Cinnamond,01/12/1961,07105816352,8514 East Drive,6643142997.0,11882775.0,2023-02-09,1202.9,N
84969883,Gold,77851802,2023-01-31,672.74,Sissy Escofier,30/08/1993,07803681200,89512 Eastlawn Trail,9341982960.0,44066457.0,2023-02-03,1179.0,N
85140734,Basic,88446254,2023-01-31,699.57,Randene Teesdale,30/06/1985,07480366801,255 Gina Junction,829155724.0,16312979.0,2023-02-08,2113.3,N
85192761,Gold,96807896,2023-01-31,982.48,Mohandas Terrazzo,24/05/1970,07357309650,19370 Nancy Junction,634577484.0,37561049.0,2023-02-05,1922.5,N
85265080,Gold,43664776,2023-01-31,992.6,Michelina Haeslier,20/01/1991,07330908928,38843 Kensington Junction,1391751167.0,63298193.0,2023-02-12,1111.4,N
85344981,Basic,32097429,2023-01-31,874.46,Krishnah McColm,03/05/1945,07123765935,65 Lakewood Gardens Terrace,6510708876.0,84070285.0,2023-02-12,1128.7,N
85551186,Basic,73947038,2023-01-31,909.25,Stefania Shortall,16/05/1991,07315886787,264 Pearson Hill,9713257863.0,11306584.0,2023-02-07,1198.9,N
85723355,Gold,84700550,2023-01-31,745.34,Valle Gebuhr,23/09/1989,07784016153,8 Bunting Parkway,5172123717.0,19334563.0,2023-02-14,1773.6,N
85848442,Gold,20955168,2023-01-31,118.46,Ingaborg Bradnocke,24/03/1938,07677453073,146 Waywood Circle,268051321.0,83659554.0,2023-02-08,1537.1,N
85874418,Gold,52144670,2023-01-31,151.83,Barr Blazy,18/03/1958,07184540087,97 Dunning Trail,7433054391.0,44358901.0,2023-02-08,1805.6,N
85940057,Gold,46366084,2023-01-31,521.37,Luce Hemphrey,11/04/1991,07531937123,55 Ilene Terrace,7092708192.0,88551691.0,2023-02-05,1136.4,N
85994636,Gold,41800403,2023-01-31,819.24,Chip Sedcole,06/11/1985,07561752448,1346 Northwestern Junction,8821866106.0,25522226.0,2023-02-04,1410.9,N
86108287,Basic,55131193,2023-01-31,523.61,Ilene Castro,23/08/1932,07546415066,25768 Browning Drive,4242985320.0,81181209.0,2023-02-10,1210.3,N
86207903,Gold,20865720,2023-01-31,911.44,Leeanne Oddey,30/05/1935,07377002273,6125 Lake View Crossing,9533768649.0,51771015.0,2023-02-11,1035.1,N
86218347,Basic,97026896,2023-01-31,481.16,Gerik Ripsher,19/10/1975,07881980183,74304 Kropf Parkway,1841176222.0,81994568.0,2023-02-10,1463.6,N
86339581,Gold,24842148,2023-01-31,91.76,Cathie Arnaldi,03/07/1931,07436688971,162 Larry Plaza,4141638013.0,10437896.0,2023-02-11,1107.1,N
86870860,Gold,5511073,2023-01-31,987.14,Cathrin Dallas,26/06/1971,07534397126,422 Stang Place,4669799169.0,17228160.0,2023-02-02,1556.9,N
86941058,Gold,72060494,2023-01-31,337.99,Hew Le Noury,12/02/1931,07111281452,2 Linden Avenue,7092608562.0,14397662.0,2023-02-08,1800.8,N
88160468,Gold,21827357,2023-01-31,640.07,Raff Pakeman,09/03/1997,07596092076,76 Ridge Oak Alley,9849651040.0,19789505.0,2023-02-01,1041.9,N
88482062,Gold,30396380,2023-01-31,149.31,Hammad Cronin,28/04/1959,07341322201,286 Holy Cross Circle,5120287735.0,37796234.0,2023-02-08,1096.2,N
88926132,Gold,14706162,2023-01-31,275.1,Anissa Tousy,01/02/1980,07298044839,8645 Washington Center,6120688943.0,75468090.0,2023-02-13,2264.3,N
88933315,Gold,58527537,2023-01-31,289.79,Dudley Tomek,04/03/1973,07457996003,5957 Scofield Street,5487316627.0,13117442.0,2023-02-11,1828.9,N
89632856,Basic,85052483,2023-01-31,557.83,Gordan Paul,29/05/1972,07592938722,882 Schurz Lane,1575348896.0,77841390.0,2023-02-08,1908.7,N
89697097,Gold,66904429,2023-01-31,449.71,Chlo Karolczyk,10/12/1975,07396892090,64 Hovde Circle,971308187.0,64303157.0,2023-02-08,1737.4,N
89905732,Basic,48984477,2023-01-31,883.38,Noreen Strothers,26/04/1994,07750249364,138 Moland Junction,4984550406.0,56936624.0,2023-02-02,1921.4,N
90090889,Gold,2077545,2023-01-31,836.85,Janet Keetley,23/08/1957,07801359750,83695 Pleasure Crossing,6830655218.0,38969279.0,2023-02-10,1499.1,N
90951743,Gold,5263889,2023-01-31,220.81,Meghan Axel,04/11/2004,07130575569,50314 Steensland Park,4126942025.0,35721788.0,2023-02-04,1548.2,N
91142310,Basic,22859024,2023-01-31,363.08,Pierre Skatcher,19/12/1949,07253371140,745 Crownhardt Street,4013458284.0,46525458.0,2023-02-07,1225.0,N
91349198,Gold,29615078,2023-01-31,669.58,Sapphire Garry,27/02/1999,07313061573,51239 Dunning Trail,6907266245.0,68198696.0,2023-02-12,1149.0,N
91576212,Basic,66781568,2023-01-31,824.71,Yankee Duffill,12/12/1971,07849849545,8 Anniversary Alley,7930068617.0,29303323.0,2023-02-09,1301.5,N
91605034,Basic,3307718,2023-01-31,560.96,Guthrie Denidge,20/01/1970,07398074919,773 South Terrace,180899074.0,89503991.0,2023-02-12,1030.7,N
91658755,Basic,54385365,2023-01-31,347.59,Derk McCullough,10/12/2001,07112324244,50 Declaration Plaza,2072542154.0,98671410.0,2023-02-03,1016.9,N
91829198,Gold,77799605,2023-01-31,103.19,Kimball Penright,18/06/1988,07229437147,162 Beilfuss Place,4456138882.0,56843498.0,2023-02-09,1156.9,N
92145159,Gold,71474832,2023-01-31,61.65,Gunther Fawltey,02/02/2003,07513000809,452 Bartelt Hill,9300429434.0,11928523.0,2023-02-12,2208.4,N
92195724,Gold,33346290,2023-01-31,726.92,Robyn Grinin,27/05/1938,07284741090,9 Grasskamp Lane,3058104928.0,38969279.0,2023-02-04,1579.8,N
92750088,Gold,65198894,2023-01-31,560.4,Roslyn Macconaghy,18/08/1995,07555458493,60662 Eagan Lane,7810071076.0,85940057.0,2023-02-01,1069.7,N
92931020,Gold,15721386,2023-01-31,754.11,Sibylla Dowry,03/08/1975,07700782305,417 Schurz Parkway,2625787309.0,22374612.0,2023-02-11,1742.7,N
93192347,Gold,72766172,2023-01-31,298.01,Lori Furlow,27/01/1963,07501164237,5720 Gateway Drive,2654779653.0,24513968.0,2023-02-01,1277.2,N
93192347,Gold,72766172,2023-01-31,298.01,Lori Furlow,27/01/1963,07501164237,5720 Gateway Drive,6865729129.0,25006771.0,2023-02-12,2147.9,N
93745446,Basic,35237290,2023-01-31,574.89,Janet Comiam,21/08/1964,07458460825,10 Petterle Center,9070015781.0,94973297.0,2023-02-10,1275.3,N
94060198,Basic,20944328,2023-01-31,309.9,Scotti Bissiker,29/05/1941,07977050145,283 Grasskamp Hill,3298186899.0,96401230.0,2023-02-01,1663.4,N
94208888,Gold,69364893,2023-01-31,97.84,Stephine Paprotny,09/11/1996,07907183989,48728 Maywood Center,4571894759.0,89369216.0,2023-02-11,1944.9,N
94677908,Gold,29459094,2023-01-31,343.33,Bonnibelle Filpi,07/05/1969,07949922939,9182 Gale Trail,6692625831.0,28811285.0,2023-02-12,1534.6,N
94796578,Gold,1191449,2023-01-31,700.49,Elsie Screwton,24/03/1940,07774236856,33 Miller Way,3442958598.0,50219545.0,2023-02-01,1057.7,N
94973297,Basic,27881994,2023-01-31,761.68,Vida Chiverstone,15/04/1998,07775774111,6 Mayer Court,9598995518.0,53376344.0,2023-02-14,1365.0,N
95213279,Gold,22633722,2023-01-31,441.59,Karole Pointing,07/03/1977,07911233080,6232 Steensland Way,9825475447.0,49840526.0,2023-02-08,2591.7,N
95307629,Gold,71851514,2023-01-31,502.48,Jennee Hoyle,14/12/1997,07534192345,726 Katie Court,1058766783.0,27108454.0,2023-02-09,1324.2,N
95390412,Basic,49235988,2023-01-31,553.04,Wren Shedd,27/06/1991,07991608640,26466 Ridgeview Court,963672401.0,42838186.0,2023-02-09,1176.8,N
95642341,Gold,71960167,2023-01-31,695.88,Stanley Loddy,19/11/1994,07335737122,45654 Mockingbird Trail,3365854789.0,41981752.0,2023-02-10,1375.3,N
95993993,Basic,76019106,2023-01-31,95.41,Elmore Byrne,02/11/2002,07869804011,8 Calypso Way,3925247009.0,68775529.0,2023-02-03,1266.7,N
96227490,Gold,88720740,2023-01-31,242.11,Catherina Benson,13/02/1932,07303372399,19 Bunker Hill Alley,6572965856.0,48081999.0,2023-02-12,1291.9,N
96278865,Gold,49970097,2023-01-31,930.45,Thornie Cornils,18/08/1934,07547699186,77 Elmside Terrace,7182478331.0,55986093.0,2023-02-07,1298.9,N
96401230,Basic,66935248,2023-01-31,21.44,Ursuline Doerrling,24/03/1962,07892880079,45299 Corscot Center,6895088164.0,45021115.0,2023-02-11,1813.6,N
96837696,Gold,88786772,2023-01-31,889.9,Wenona McVitty,14/04/1988,07699796362,3 Crest Line Center,2390149693.0,32386770.0,2023-02-05,1131.8,N
97487639,Gold,85078305,2023-01-31,403.96,Adora Medeway,31/08/1954,07420518199,42490 Charing Cross Court,9611088159.0,11463412.0,2023-02-09,1582.3,N
97541080,Gold,23554979,2023-01-31,677.34,Emanuele Mitcham,04/03/1967,07266880904,8678 Oneill Place,2065900199.0,39542358.0,2023-02-11,2361.6,N
97983552,Gold,75056893,2023-01-31,584.92,Hillier Pressdee,08/11/1962,07882084471,1 Pawling Lane,7999582050.0,97258853.0,2023-02-06,1912.9,N
98156945,Gold,341757,2023-01-31,449.81,Kakalina Plumtree,11/11/1975,07842561799,6 Dahle Junction,5264143870.0,92214557.0,2023-02-07,1567.0,N
98237008,Gold,91129635,2023-01-31,437.26,Cathie Matelyunas,16/01/1985,07609240164,210 Kennedy Center,7942566005.0,15100785.0,2023-02-09,1038.5,N
98717357,Basic,89126161,2023-01-31,183.63,Mariana Aburrow,02/12/1955,07188572854,6 Darwin Pass,9074617751.0,78234498.0,2023-02-04,1369.6,N
98882225,Basic,41639376,2023-01-31,881.65,Correna Rhymer,23/05/1997,07266417443,64 Portage Court,858330121.0,11110085.0,2023-02-05,1712.2,N
98886699,Basic,36883145,2023-01-31,300.31,Hattie Alred,14/11/1975,07877076782,3638 Jenifer Alley,1922898643.0,67270354.0,2023-02-10,1124.9,N
99481977,Basic,68720625,2023-01-31,940.06,Betsy Demangeon,02/07/2002,07873645269,2791 Melody Hill,1995126314.0,21694967.0,2023-02-07,1808.5,N
99729369,Basic,15559813,2023-01-31,751.01,Kerrill Dunstan,18/02/1952,07605122700,921 Merrick Way,908048920.0,97294152.0,2023-02-01,1194.4,N
99729369,Basic,15559813,2023-01-31,751.01,Kerrill Dunstan,18/02/1952,07605122700,921 Merrick Way,5567411537.0,71383376.0,2023-02-03,1619.6,N
99734848,Gold,56623581,2023-01-31,354.29,Jana Sibthorp,02/03/1938,07302718672,48 Sutteridge Plaza,4286864758.0,42726921.0,2023-02-12,1342.4,N
99760030,Gold,66659633,2023-01-31,988.0,Mata Brownett,16/07/1931,07314541365,5 Kenwood Park,202263606.0,22035411.0,2023-02-02,1028.8,N
99791709,Gold,94872412,2023-01-31,15.05,Tabby Matteotti,13/10/1962,07586210387,7517 Aberg Plaza,8811694280.0,25510430.0,2023-02-06,1359.0,N
14448009,Joint,38678655,2023-01-31,958.46,Grayce Patel,07/03/2000,07935804352,70105 Hayes Way,319483649.0,98377332.0,2023-02-08,1779.2,N
14448009,Joint,38678655,2023-01-31,958.46,Grayce Patel,07/03/2000,07935804352,70105 Hayes Way,3101879213.0,21392412.0,2023-02-04,1367.4,N
14448009,Joint,38678655,2023-01-31,958.46,Grayce Patel,07/03/2000,07935804352,70105 Hayes Way,7466187412.0,37503622.0,2023-02-09,1300.7,N
23141588,Joint,73445371,2023-01-31,281.28,Constanta Kellar,28/05/1951,07362058039,49 Pond Pass,5891700549.0,40189934.0,2023-02-02,1824.3,N
24149353,Joint,20894297,2023-01-31,487.27,Roddy Tackell,14/04/1976,07240230684,351 Division Street,5946791915.0,57446648.0,2023-02-06,1201.1,N
24184530,Joint,55007557,2023-01-31,37.87,Westbrook Lisle,03/02/1938,07609148463,9 Holmberg Alley,6282069041.0,63298193.0,2023-02-08,1360.9,N
30112323,Joint,97840130,2023-01-31,519.73,Noreen Severwright,18/07/1997,07418460321,9 Magdeline Alley,7273869791.0,19686460.0,2023-02-08,1379.8,N
33832864,Joint,96513143,2023-01-31,46.85,Miof mela Yurasov,02/08/1952,07801189448,65851 Lakewood Drive,393779424.0,88040274.0,2023-02-06,1743.5,N
36114551,Joint,85245755,2023-01-31,876.22,Janey Stag,08/07/1944,07710907490,220 Bonner Road,9323740667.0,51313899.0,2023-02-03,1488.0,N
36551112,Joint,82390119,2023-01-31,976.02,Bryn Chevin,30/01/1971,07581957205,47934 East Road,6095910323.0,43338400.0,2023-02-14,2197.2,N
36551112,Joint,82390119,2023-01-31,976.02,Bryn Chevin,30/01/1971,07581957205,47934 East Road,7096571558.0,40507682.0,2023-02-14,1514.1,N
39013360,Joint,63534356,2023-01-31,987.76,Eartha Brouncker,04/08/1938,07352327545,84 Wayridge Avenue,973381515.0,36871984.0,2023-02-12,1663.0,N
57224848,Joint,43197459,2023-01-31,30.59,Milt Laker,27/03/1945,07631114748,229 Lighthouse Bay Way,1934756474.0,22830156.0,2023-02-10,1987.3,N
66700123,Joint,47837176,2023-01-31,175.15,Rebekkah Blais,10/03/1964,07527765994,92670 Garrison Place,9442192019.0,89088715.0,2023-02-02,1180.2,N
