Account Number,Balance Date,Balance,Transaction Value,Flow
57790631,2023-01-31,893.46,,-
57790631,2023-02-01,998.62,105.16,Incoming
57790631,2023-02-09,1069.88,71.26,Incoming
57790631,2023-02-11,903.0800000000002,166.8,Outgoing
57790631,2023-02-14,2042.7800000000002,1139.7,Incoming
57886631,2023-01-31,369.6,,-
57886631,2023-02-05,308.51,61.09,Outgoing
57886631,2023-02-06,-235.39,543.9,Outgoing
57886631,2023-02-07,-288.37,52.98,Outgoing
57886631,2023-02-08,-174.01,114.36,Incoming
57886631,2023-02-11,-284.51,110.5,Outgoing
57886631,2023-02-11,-129.84,154.67,Incoming
57886631,2023-02-12,-43.91,85.93,Incoming
57886631,2023-02-13,99.22999999999999,143.14,Incoming
57897038,2023-01-31,399.72,,-
57897038,2023-02-01,438.39000000000004,38.67,Incoming
57897038,2023-02-02,392.08000000000004,46.31,Outgoing
57897038,2023-02-04,273.74,118.34,Outgoing
57897038,2023-02-06,154.13,119.61,Outgoing
57897038,2023-02-09,1807.23,1653.1,Incoming
57897038,2023-02-11,1895.64,88.41,Incoming
57941886,2023-01-31,270.81,,-
57941886,2023-02-02,104.71000000000001,166.1,Outgoing
57941886,2023-02-02,-119.41,224.12,Outgoing
57941886,2023-02-06,34.66,154.07,Incoming
57941886,2023-02-08,94.63,59.97,Incoming
57941886,2023-02-12,56.209999999999994,38.42,Outgoing
57941886,2023-02-14,93.57999999999998,37.37,Incoming
57948925,2023-01-31,194.11,,-
57948925,2023-02-03,289.40000000000003,95.29,Incoming
57948925,2023-02-04,1754.9,1465.5,Incoming
57948925,2023-02-07,1572.21,182.69,Outgoing
57948925,2023-02-09,1668.38,96.17,Incoming
57948925,2023-02-09,1675.5,7.12,Incoming
57948925,2023-02-13,3181.2,1505.7,Incoming
57975842,2023-01-31,101.94,,-
57975842,2023-02-10,-79.06,181.0,Outgoing
58009817,2023-01-31,887.22,,-
58009817,2023-02-02,766.12,121.1,Outgoing
58009817,2023-02-03,911.04,144.92,Incoming
58009817,2023-02-04,760.28,150.76,Outgoing
58009817,2023-02-05,816.9,56.62,Incoming
58009817,2023-02-06,881.5699999999999,64.67,Incoming
58009817,2023-02-08,904.54,22.97,Incoming
58009817,2023-02-08,793.49,111.05,Outgoing
58009817,2023-02-12,2147.8900000000003,1354.4,Incoming
58099419,2023-01-31,185.74,,-
58099419,2023-02-01,338.03,152.29,Incoming
58099419,2023-02-05,193.85999999999999,144.17,Outgoing
58099419,2023-02-14,273.86,80.0,Incoming
58126511,2023-01-31,940.27,,-
58126511,2023-02-03,864.16,76.11,Outgoing
58126511,2023-02-03,949.4599999999999,85.3,Incoming
58126511,2023-02-04,-689.7400000000001,1639.2,Outgoing
58126511,2023-02-05,-541.4100000000001,148.33,Incoming
58126511,2023-02-07,-442.6400000000001,98.77,Incoming
58126511,2023-02-08,-531.6300000000001,88.99,Outgoing
58126511,2023-02-09,-485.9300000000001,45.7,Incoming
58126511,2023-02-11,-364.7700000000001,121.16,Incoming
58126511,2023-02-13,-473.0400000000001,108.27,Outgoing
58126511,2023-02-14,-563.1500000000001,90.11,Outgoing
58126511,2023-02-14,-599.3500000000001,36.2,Outgoing
58176810,2023-01-31,219.07,,-
58176810,2023-02-02,244.92,25.85,Incoming
58176810,2023-02-03,350.03,105.11,Incoming
58176810,2023-02-05,236.72999999999996,113.3,Outgoing
58176810,2023-02-09,341.05999999999995,104.33,Incoming
58176810,2023-02-14,207.34999999999994,133.71,Outgoing
58182495,2023-01-31,223.57,,-
58182495,2023-02-05,1173.17,949.6,Incoming
58182495,2023-02-12,1331.99,158.82,Incoming
58216756,2023-01-31,642.13,,-
58216756,2023-02-02,591.13,51.0,Outgoing
58216756,2023-02-02,476.03999999999996,115.09,Outgoing
58216756,2023-02-03,-149.46000000000004,625.5,Outgoing
58216756,2023-02-06,-269.63000000000005,120.17,Outgoing
58216756,2023-02-09,-190.58000000000004,79.05,Incoming
58216756,2023-02-11,-99.55000000000004,91.03,Incoming
58216756,2023-02-12,1591.3500000000001,1690.9,Incoming
58216756,2023-02-13,1759.17,167.82,Incoming
58249518,2023-01-31,14.63,,-
58249518,2023-02-07,-42.21,56.84,Outgoing
58249518,2023-02-12,41.82,84.03,Incoming
58254002,2023-01-31,94.53,,-
58254002,2023-02-01,186.19,91.66,Incoming
58254002,2023-02-11,351.96000000000004,165.77,Incoming
58254002,2023-02-11,167.30000000000004,184.66,Outgoing
58254002,2023-02-11,121.46000000000004,45.84,Outgoing
58254002,2023-02-11,-39.789999999999964,161.25,Outgoing
58254002,2023-02-13,1218.31,1258.1,Incoming
58254002,2023-02-14,1255.8999999999999,37.59,Incoming
58254002,2023-02-14,1397.07,141.17,Incoming
58258401,2023-01-31,873.05,,-
58258401,2023-02-03,718.0999999999999,154.95,Outgoing
58258401,2023-02-06,837.68,119.58,Incoming
58258401,2023-02-06,1016.56,178.88,Incoming
58258401,2023-02-07,1141.07,124.51,Incoming
58258401,2023-02-12,1246.27,105.2,Incoming
58265755,2023-01-31,494.05,,-
58265755,2023-02-01,337.16,156.89,Outgoing
58265755,2023-02-02,461.37,124.21,Incoming
58265755,2023-02-03,282.83000000000004,178.54,Outgoing
58265755,2023-02-03,410.27000000000004,127.44,Incoming
58265755,2023-02-07,525.08,114.81,Incoming
58265755,2023-02-08,698.8900000000001,173.81,Incoming
58265755,2023-02-14,582.1500000000001,116.74,Outgoing
58290957,2023-01-31,580.25,,-
58290957,2023-02-06,737.36,157.11,Incoming
58290957,2023-02-10,871.6,134.24,Incoming
58304487,2023-01-31,5.31,,-
58304487,2023-02-03,121.06,115.75,Incoming
58304487,2023-02-03,61.86,59.2,Outgoing
58304487,2023-02-04,-33.269999999999996,95.13,Outgoing
58304487,2023-02-09,113.06000000000002,146.33,Incoming
58304487,2023-02-13,199.71000000000004,86.65,Incoming
58305943,2023-01-31,970.56,,-
58305943,2023-02-01,912.54,58.02,Outgoing
58305943,2023-02-02,1077.1399999999999,164.6,Incoming
58305943,2023-02-04,959.0599999999998,118.08,Outgoing
58305943,2023-02-04,859.1299999999999,99.93,Outgoing
58305943,2023-02-07,981.6599999999999,122.53,Incoming
58305943,2023-02-07,1106.08,124.42,Incoming
58305943,2023-02-08,1228.26,122.18,Incoming
58305943,2023-02-09,1367.11,138.85,Incoming
58305943,2023-02-10,1481.11,114.0,Incoming
58306431,2023-01-31,576.56,,-
58306431,2023-02-01,679.4499999999999,102.89,Incoming
58306431,2023-02-02,575.9799999999999,103.47,Outgoing
58306431,2023-02-03,699.3599999999999,123.38,Incoming
58306431,2023-02-04,663.9699999999999,35.39,Outgoing
58306431,2023-02-06,-78.33000000000004,742.3,Outgoing
58306431,2023-02-12,0.5799999999999557,78.91,Incoming
58306431,2023-02-12,202.79999999999995,202.22,Incoming
58306431,2023-02-13,134.91999999999996,67.88,Outgoing
58306431,2023-02-14,1620.52,1485.6,Incoming
58332273,2023-01-31,299.3,,-
58332273,2023-02-06,479.12,179.82,Incoming
58332273,2023-02-09,406.07,73.05,Outgoing
58332273,2023-02-12,386.11,19.96,Outgoing
58345258,2023-01-31,749.07,,-
58345258,2023-02-02,604.5600000000001,144.51,Outgoing
58345258,2023-02-06,43.260000000000105,561.3,Outgoing
58345258,2023-02-08,991.0600000000001,947.8,Incoming
58345258,2023-02-11,921.36,69.7,Outgoing
58345258,2023-02-13,103.65999999999997,817.7,Outgoing
58362636,2023-01-31,89.45,,-
58362636,2023-02-06,129.28,39.83,Incoming
58362636,2023-02-07,-0.37999999999999545,129.66,Outgoing
58362636,2023-02-08,-120.69,120.31,Outgoing
58362636,2023-02-12,-216.53,95.84,Outgoing
58384131,2023-01-31,327.68,,-
58384131,2023-02-01,169.11,158.57,Outgoing
58384131,2023-02-05,241.21,72.1,Incoming
58384131,2023-02-09,388.33000000000004,147.12,Incoming
58384131,2023-02-09,458.80000000000007,70.47,Incoming
58385320,2023-01-31,693.52,,-
58385320,2023-02-05,890.53,197.01,Incoming
58385320,2023-02-05,1011.9399999999999,121.41,Incoming
58385320,2023-02-05,1101.1699999999998,89.23,Incoming
58385320,2023-02-06,517.4699999999998,583.7,Outgoing
58385320,2023-02-10,597.3399999999998,79.87,Incoming
58400012,2023-01-31,606.79,,-
58400012,2023-02-01,535.06,71.73,Outgoing
58400012,2023-02-11,475.9599999999999,59.1,Outgoing
58434725,2023-01-31,365.9,,-
58434725,2023-02-03,413.64,47.74,Incoming
58434725,2023-02-03,501.28999999999996,87.65,Incoming
58434725,2023-02-09,571.28,69.99,Incoming
58434725,2023-02-11,508.80999999999995,62.47,Outgoing
58434725,2023-02-14,417.0799999999999,91.73,Outgoing
58458443,2023-01-31,903.64,,-
58458443,2023-02-03,990.6899999999999,87.05,Incoming
58458443,2023-02-07,1171.32,180.63,Incoming
58489789,2023-01-31,460.5,,-
58489789,2023-02-02,581.22,120.72,Incoming
58489789,2023-02-02,541.35,39.87,Outgoing
58489789,2023-02-04,595.9200000000001,54.57,Incoming
58489789,2023-02-06,693.0100000000001,97.09,Incoming
58489789,2023-02-07,802.3300000000002,109.32,Incoming
58489789,2023-02-10,703.7000000000002,98.63,Outgoing
58489789,2023-02-14,812.1800000000002,108.48,Incoming
58491429,2023-01-31,937.47,,-
58491429,2023-02-05,1015.4200000000001,77.95,Incoming
58491429,2023-02-06,2502.32,1486.9,Incoming
58491429,2023-02-07,2606.06,103.74,Incoming
58491429,2023-02-10,2699.08,93.02,Incoming
58533748,2023-01-31,490.86,,-
58533748,2023-02-04,604.35,113.49,Incoming
58533748,2023-02-08,684.48,80.13,Incoming
58533748,2023-02-14,593.62,90.86,Outgoing
58533748,2023-02-14,733.44,139.82,Incoming
58533748,2023-02-14,1055.3400000000001,321.9,Incoming
58547184,2023-01-31,218.22,,-
58547184,2023-02-02,156.56,61.66,Outgoing
58547184,2023-02-02,-1430.04,1586.6,Outgoing
58547184,2023-02-04,-1415.4099999999999,14.63,Incoming
58547184,2023-02-05,-1499.2399999999998,83.83,Outgoing
58547184,2023-02-06,-1606.8499999999997,107.61,Outgoing
58547184,2023-02-11,-1464.4399999999996,142.41,Incoming
58547184,2023-02-11,-1394.5999999999997,69.84,Incoming
58558145,2023-01-31,495.35,,-
58558145,2023-02-10,609.59,114.24,Incoming
58558145,2023-02-11,700.97,91.38,Incoming
58558145,2023-02-13,609.1700000000001,91.8,Outgoing
58586275,2023-01-31,916.97,,-
58586275,2023-02-07,958.61,41.64,Incoming
58586275,2023-02-07,-20.68999999999994,979.3,Outgoing
58586275,2023-02-10,81.37000000000006,102.06,Incoming
58586275,2023-02-12,203.05000000000007,121.68,Incoming
58668564,2023-01-31,813.28,,-
58668564,2023-02-01,919.13,105.85,Incoming
58668564,2023-02-08,1009.22,90.09,Incoming
58668564,2023-02-11,-115.77999999999997,1125.0,Outgoing
58668564,2023-02-12,-6.819999999999979,108.96,Incoming
58668564,2023-02-14,-64.64999999999998,57.83,Outgoing
58683711,2023-01-31,12.76,,-
58683711,2023-02-01,128.16,115.4,Incoming
58683711,2023-02-05,86.61,41.55,Outgoing
58683711,2023-02-10,-39.879999999999995,126.49,Outgoing
58683711,2023-02-10,-128.41,88.53,Outgoing
58683711,2023-02-14,-128.77,0.36,Outgoing
58703801,2023-01-31,520.81,,-
58703801,2023-02-09,621.5899999999999,100.78,Incoming
58703801,2023-02-10,456.17999999999995,165.41,Outgoing
58703801,2023-02-12,623.0799999999999,166.9,Incoming
58703801,2023-02-13,569.15,53.93,Outgoing
58720727,2023-01-31,471.56,,-
58720727,2023-02-03,614.4200000000001,142.86,Incoming
58720727,2023-02-04,506.18000000000006,108.24,Outgoing
58720727,2023-02-05,568.5500000000001,62.37,Incoming
58720727,2023-02-08,660.6600000000001,92.11,Incoming
58720727,2023-02-11,803.33,142.67,Incoming
58720727,2023-02-11,853.2900000000001,49.96,Incoming
58720727,2023-02-12,966.8900000000001,113.6,Incoming
58720727,2023-02-13,1047.5300000000002,80.64,Incoming
58720727,2023-02-14,2698.4300000000003,1650.9,Incoming
58728550,2023-01-31,250.26,,-
58728550,2023-02-04,288.06,37.8,Incoming
58728550,2023-02-11,173.45,114.61,Outgoing
58785108,2023-01-31,473.41,,-
58785108,2023-02-01,411.54,61.87,Outgoing
58785108,2023-02-04,307.01,104.53,Outgoing
58785108,2023-02-04,371.44,64.43,Incoming
58785108,2023-02-07,1255.04,883.6,Incoming
58785108,2023-02-11,1287.08,32.04,Incoming
58785108,2023-02-13,1100.78,186.3,Outgoing
58810775,2023-01-31,747.44,,-
58810775,2023-02-01,809.44,62.0,Incoming
58810775,2023-02-05,829.61,20.17,Incoming
58810775,2023-02-05,714.64,114.97,Outgoing
58810775,2023-02-07,563.43,151.21,Outgoing
58810775,2023-02-13,661.02,97.59,Incoming
58811985,2023-01-31,616.7,,-
58811985,2023-02-08,-407.89999999999986,1024.6,Outgoing
58811985,2023-02-09,-563.6599999999999,155.76,Outgoing
58811985,2023-02-12,-436.6899999999998,126.97,Incoming
58811985,2023-02-14,-522.0599999999998,85.37,Outgoing
58822254,2023-01-31,79.7,,-
58822254,2023-02-02,1638.9,1559.2,Incoming
58822254,2023-02-03,2075.4,436.5,Incoming
58822254,2023-02-04,1945.8400000000001,129.56,Outgoing
58822254,2023-02-08,1903.41,42.43,Outgoing
58822254,2023-02-10,1774.3000000000002,129.11,Outgoing
58830897,2023-01-31,834.24,,-
58830897,2023-02-02,856.78,22.54,Incoming
58830897,2023-02-04,912.72,55.94,Incoming
58830897,2023-02-05,1023.64,110.92,Incoming
58830897,2023-02-06,1140.66,117.02,Incoming
58830897,2023-02-11,988.19,152.47,Outgoing
58830897,2023-02-12,1202.38,214.19,Incoming
58830897,2023-02-14,1064.46,137.92,Outgoing
58837121,2023-01-31,160.48,,-
58837121,2023-02-04,63.41999999999999,97.06,Outgoing
58837121,2023-02-05,226.73999999999998,163.32,Incoming
58837121,2023-02-07,151.70999999999998,75.03,Outgoing
58837121,2023-02-08,232.42999999999998,80.72,Incoming
58837121,2023-02-11,283.34,50.91,Incoming
58837121,2023-02-11,171.38,111.96,Outgoing
58837121,2023-02-14,68.19999999999999,103.18,Outgoing
58873428,2023-01-31,191.58,,-
58873428,2023-02-07,152.49,39.09,Outgoing
58874842,2023-01-31,347.73,,-
58874842,2023-02-01,400.82000000000005,53.09,Incoming
58874842,2023-02-07,583.9300000000001,183.11,Incoming
58874842,2023-02-08,477.56000000000006,106.37,Outgoing
58874842,2023-02-09,323.5200000000001,154.04,Outgoing
58874842,2023-02-10,265.8800000000001,57.64,Outgoing
58874842,2023-02-14,179.0200000000001,86.86,Outgoing
58897654,2023-01-31,210.05,,-
58897654,2023-02-04,96.08000000000001,113.97,Outgoing
58897654,2023-02-05,-97.11999999999998,193.2,Outgoing
58925998,2023-01-31,855.45,,-
58925998,2023-02-05,689.4200000000001,166.03,Outgoing
58925998,2023-02-09,633.3000000000001,56.12,Outgoing
58925998,2023-02-10,477.6300000000001,155.67,Outgoing
58925998,2023-02-11,376.7500000000001,100.88,Outgoing
58925998,2023-02-12,-884.8499999999998,1261.6,Outgoing
58930654,2023-01-31,661.48,,-
58930654,2023-02-03,525.05,136.43,Outgoing
58930654,2023-02-04,683.4599999999999,158.41,Incoming
58930654,2023-02-09,728.4599999999999,45.0,Incoming
58930654,2023-02-13,821.8499999999999,93.39,Incoming
58930654,2023-02-13,930.8899999999999,109.04,Incoming
58937028,2023-01-31,626.96,,-
58937028,2023-02-12,540.23,86.73,Outgoing
58995891,2023-01-31,12.92,,-
58995891,2023-02-03,131.68,118.76,Incoming
58995891,2023-02-08,181.99,50.31,Incoming
58995891,2023-02-09,56.750000000000014,125.24,Outgoing
58995891,2023-02-10,163.37,106.62,Incoming
59110895,2023-01-31,605.5,,-
59110895,2023-02-09,1865.5,1260.0,Incoming
59128512,2023-01-31,305.71,,-
59128512,2023-02-01,146.79,158.92,Outgoing
59128512,2023-02-03,52.50999999999999,94.28,Outgoing
59128512,2023-02-07,-1327.99,1380.5,Outgoing
59128512,2023-02-08,-1450.8,122.81,Outgoing
59128512,2023-02-09,-1560.08,109.28,Outgoing
59128512,2023-02-10,-1630.82,70.74,Outgoing
59128512,2023-02-13,-1502.82,128.0,Incoming
59128512,2023-02-13,-1570.1299999999999,67.31,Outgoing
59135815,2023-01-31,240.6,,-
59135815,2023-02-01,1040.6,800.0,Incoming
59135815,2023-02-04,604.0999999999999,436.5,Outgoing
59135815,2023-02-06,712.2399999999999,108.14,Incoming
59135815,2023-02-10,1914.7399999999998,1202.5,Incoming
59152169,2023-01-31,148.6,,-
59152169,2023-02-01,78.1,70.5,Outgoing
59152169,2023-02-05,135.28,57.18,Incoming
59152169,2023-02-05,10.760000000000005,124.52,Outgoing
59152169,2023-02-08,-82.07,92.83,Outgoing
59152169,2023-02-09,1077.93,1160.0,Incoming
59152169,2023-02-12,988.23,89.7,Outgoing
59167707,2023-01-31,904.43,,-
59167707,2023-02-01,1013.75,109.32,Incoming
59167707,2023-02-06,964.28,49.47,Outgoing
59167707,2023-02-06,1025.1299999999999,60.85,Incoming
59167707,2023-02-10,1120.2099999999998,95.08,Incoming
59198134,2023-01-31,122.62,,-
59198134,2023-02-06,-45.97,168.59,Outgoing
59198134,2023-02-09,58.31,104.28,Incoming
59198134,2023-02-13,193.76,135.45,Incoming
59198134,2023-02-13,1485.16,1291.4,Incoming
59201002,2023-01-31,780.85,,-
59201002,2023-02-01,580.86,199.99,Outgoing
59201002,2023-02-01,484.51,96.35,Outgoing
59201002,2023-02-04,528.56,44.05,Incoming
59201002,2023-02-08,692.51,163.95,Incoming
59201002,2023-02-12,1434.51,742.0,Incoming
59235925,2023-01-31,647.8,,-
59235925,2023-02-01,714.23,66.43,Incoming
59235925,2023-02-04,603.05,111.18,Outgoing
59235925,2023-02-06,518.9499999999999,84.1,Outgoing
59235925,2023-02-08,583.2199999999999,64.27,Incoming
59235925,2023-02-08,540.3,42.92,Outgoing
59235925,2023-02-09,641.8299999999999,101.53,Incoming
59235925,2023-02-11,489.8299999999999,152.0,Outgoing
59238438,2023-01-31,105.1,,-
59238438,2023-02-01,92.13,12.97,Outgoing
59238438,2023-02-07,141.89,49.76,Incoming
59238438,2023-02-09,56.56999999999999,85.32,Outgoing
59238438,2023-02-12,1855.77,1799.2,Incoming
59252971,2023-01-31,803.65,,-
59252971,2023-02-05,718.03,85.62,Outgoing
59252971,2023-02-07,2459.9300000000003,1741.9,Incoming
59252971,2023-02-13,2328.32,131.61,Outgoing
59252971,2023-02-14,2498.05,169.73,Incoming
59265775,2023-01-31,695.02,,-
59265775,2023-02-01,639.17,55.85,Outgoing
59265775,2023-02-04,557.23,81.94,Outgoing
59265775,2023-02-05,482.86,74.37,Outgoing
59265775,2023-02-11,414.53000000000003,68.33,Outgoing
59265775,2023-02-12,567.58,153.05,Incoming
59265775,2023-02-12,697.6400000000001,130.06,Incoming
59265775,2023-02-14,554.7800000000001,142.86,Outgoing
59379884,2023-01-31,139.54,,-
59379884,2023-02-05,58.359999999999985,81.18,Outgoing
59379884,2023-02-10,215.29999999999998,156.94,Incoming
59379884,2023-02-11,280.7,65.4,Incoming
59379884,2023-02-12,-283.7,564.4,Outgoing
59379884,2023-02-13,-198.79,84.91,Incoming
59405362,2023-01-31,503.89,,-
59405362,2023-02-01,426.99,76.9,Outgoing
59405362,2023-02-01,290.48,136.51,Outgoing
59405362,2023-02-05,435.27,144.79,Incoming
59405362,2023-02-08,631.17,195.9,Incoming
59405362,2023-02-09,-14.730000000000018,645.9,Outgoing
59405362,2023-02-10,52.20999999999998,66.94,Incoming
59405362,2023-02-11,8.769999999999982,43.44,Outgoing
59432049,2023-01-31,387.57,,-
59432049,2023-02-01,244.57999999999998,142.99,Outgoing
59432049,2023-02-04,-334.12000000000006,578.7,Outgoing
59432049,2023-02-05,-1455.6200000000001,1121.5,Outgoing
59432049,2023-02-06,-1585.5500000000002,129.93,Outgoing
59432049,2023-02-06,-1478.7800000000002,106.77,Incoming
59432049,2023-02-06,-1595.89,117.11,Outgoing
59432049,2023-02-08,-1470.1000000000001,125.79,Incoming
59432049,2023-02-08,-1536.7700000000002,66.67,Outgoing
59432049,2023-02-11,-1361.0800000000002,175.69,Incoming
59432049,2023-02-14,-1327.0100000000002,34.07,Incoming
59450573,2023-01-31,888.65,,-
59450573,2023-02-05,808.39,80.26,Outgoing
59450573,2023-02-09,856.35,47.96,Incoming
59450573,2023-02-10,942.62,86.27,Incoming
59455653,2023-01-31,4.64,,-
59455653,2023-02-04,-3.1000000000000005,7.74,Outgoing
59455653,2023-02-06,126.83000000000001,129.93,Incoming
59455653,2023-02-11,-21.48999999999998,148.32,Outgoing
59455653,2023-02-12,1240.21,1261.7,Incoming
59510370,2023-01-31,523.1,,-
59510370,2023-02-03,490.33000000000004,32.77,Outgoing
59510370,2023-02-04,587.52,97.19,Incoming
59510370,2023-02-06,574.75,12.77,Outgoing
59510370,2023-02-10,637.01,62.26,Incoming
59510370,2023-02-14,690.97,53.96,Incoming
59529922,2023-01-31,516.09,,-
59529922,2023-02-01,646.0,129.91,Incoming
59529922,2023-02-03,750.89,104.89,Incoming
59529922,2023-02-04,645.52,105.37,Outgoing
59529922,2023-02-06,540.9399999999999,104.58,Outgoing
59529922,2023-02-07,542.7099999999999,1.77,Incoming
59529922,2023-02-09,506.6499999999999,36.06,Outgoing
59529922,2023-02-10,628.5699999999999,121.92,Incoming
59529922,2023-02-10,784.79,156.22,Incoming
59529922,2023-02-13,887.0999999999999,102.31,Incoming
59529922,2023-02-14,797.43,89.67,Outgoing
59575867,2023-01-31,576.66,,-
59575867,2023-02-03,571.52,5.14,Outgoing
59575867,2023-02-10,730.72,159.2,Incoming
59575867,2023-02-13,627.28,103.44,Outgoing
59591324,2023-01-31,509.65,,-
59591324,2023-02-05,691.0699999999999,181.42,Incoming
59591324,2023-02-05,-115.13000000000011,806.2,Outgoing
59591324,2023-02-12,-169.1100000000001,53.98,Outgoing
59591324,2023-02-13,-304.56000000000006,135.45,Outgoing
59591324,2023-02-13,-461.45000000000005,156.89,Outgoing
59640238,2023-01-31,993.42,,-
59640238,2023-02-05,863.91,129.51,Outgoing
59640238,2023-02-08,1049.1299999999999,185.22,Incoming
59640238,2023-02-09,1176.36,127.23,Incoming
59640238,2023-02-11,1038.9299999999998,137.43,Outgoing
59653557,2023-01-31,649.61,,-
59653557,2023-02-04,756.07,106.46,Incoming
59653557,2023-02-06,793.97,37.9,Incoming
59653557,2023-02-06,2318.87,1524.9,Incoming
59653557,2023-02-08,2436.22,117.35,Incoming
59663741,2023-01-31,642.86,,-
59663741,2023-02-03,574.4300000000001,68.43,Outgoing
59663741,2023-02-05,461.33000000000004,113.1,Outgoing
59663741,2023-02-05,343.11,118.22,Outgoing
59663741,2023-02-06,245.75,97.36,Outgoing
59663741,2023-02-07,445.15999999999997,199.41,Incoming
59663741,2023-02-09,317.43999999999994,127.72,Outgoing
59663741,2023-02-10,1801.6399999999999,1484.2,Incoming
59663741,2023-02-10,1852.9099999999999,51.27,Incoming
59663741,2023-02-11,1938.8,85.89,Incoming
59663741,2023-02-14,1908.8,30.0,Outgoing
59684752,2023-01-31,14.43,,-
59684752,2023-02-01,133.88,119.45,Incoming
59684752,2023-02-05,241.91,108.03,Incoming
59684752,2023-02-05,401.37,159.46,Incoming
59684752,2023-02-06,555.6700000000001,154.3,Incoming
59684752,2023-02-06,583.6,27.93,Incoming
59684752,2023-02-08,676.44,92.84,Incoming
59684752,2023-02-08,568.4200000000001,108.02,Outgoing
59684752,2023-02-09,676.6500000000001,108.23,Incoming
59684752,2023-02-12,807.3300000000002,130.68,Incoming
59684752,2023-02-13,-1551.7699999999998,2359.1,Outgoing
59705091,2023-01-31,631.05,,-
59705091,2023-02-02,-460.1500000000001,1091.2,Outgoing
59705091,2023-02-04,-357.93000000000006,102.22,Incoming
59705091,2023-02-04,-311.00000000000006,46.93,Incoming
59705091,2023-02-07,-422.37000000000006,111.37,Outgoing
59705091,2023-02-08,-484.56000000000006,62.19,Outgoing
59705091,2023-02-08,-537.8800000000001,53.32,Outgoing
59705091,2023-02-11,1139.62,1677.5,Incoming
59705091,2023-02-13,1212.9299999999998,73.31,Incoming
59737910,2023-01-31,523.19,,-
59737910,2023-02-03,424.05000000000007,99.14,Outgoing
59737910,2023-02-09,291.47,132.58,Outgoing
59737910,2023-02-11,431.33000000000004,139.86,Incoming
59737910,2023-02-11,350.82000000000005,80.51,Outgoing
59855808,2023-01-31,172.54,,-
59855808,2023-02-02,329.95,157.41,Incoming
59855808,2023-02-05,229.71999999999997,100.23,Outgoing
59855808,2023-02-06,434.58,204.86,Incoming
59855808,2023-02-09,380.63,53.95,Outgoing
59855808,2023-02-10,1285.63,905.0,Incoming
59855808,2023-02-12,1344.0200000000002,58.39,Incoming
59855808,2023-02-13,-53.5799999999997,1397.6,Outgoing
59855808,2023-02-14,125.9900000000003,179.57,Incoming
59867000,2023-01-31,62.01,,-
59867000,2023-02-02,-54.88,116.89,Outgoing
59867000,2023-02-06,-165.42000000000002,110.54,Outgoing
59867000,2023-02-08,-41.10000000000002,124.32,Incoming
59867000,2023-02-08,-4.320000000000022,36.78,Incoming
59867000,2023-02-12,840.68,845.0,Incoming
59876714,2023-01-31,938.46,,-
59876714,2023-02-01,468.86,469.6,Outgoing
59876714,2023-02-02,336.02,132.84,Outgoing
59876714,2023-02-07,437.90999999999997,101.89,Incoming
59876714,2023-02-07,303.79999999999995,134.11,Outgoing
59876714,2023-02-11,186.38999999999996,117.41,Outgoing
59876714,2023-02-12,352.53999999999996,166.15,Incoming
59876714,2023-02-13,1888.24,1535.7,Incoming
59933973,2023-01-31,29.98,,-
59933973,2023-02-02,174.04,144.06,Incoming
59933973,2023-02-07,322.32,148.28,Incoming
59933973,2023-02-12,256.39,65.93,Outgoing
59961433,2023-01-31,267.05,,-
59961433,2023-02-01,444.68,177.63,Incoming
59961433,2023-02-01,397.35,47.33,Outgoing
59961433,2023-02-05,-509.75,907.1,Outgoing
59961433,2023-02-09,-432.65999999999997,77.09,Incoming
59961433,2023-02-14,-580.38,147.72,Outgoing
59980709,2023-01-31,781.42,,-
59980709,2023-02-01,681.8599999999999,99.56,Outgoing
59980709,2023-02-03,690.3499999999999,8.49,Incoming
59980709,2023-02-06,-504.5500000000002,1194.9,Outgoing
59984692,2023-01-31,818.03,,-
59984692,2023-02-03,1731.83,913.8,Incoming
59984692,2023-02-05,1907.51,175.68,Incoming
59984692,2023-02-05,2019.17,111.66,Incoming
59984692,2023-02-05,1985.21,33.96,Outgoing
59984692,2023-02-10,1865.29,119.92,Outgoing
59984692,2023-02-14,1858.0,7.29,Outgoing
59989722,2023-01-31,816.77,,-
59989722,2023-02-07,1670.37,853.6,Incoming
59989722,2023-02-09,1748.59,78.22,Incoming
59989722,2023-02-10,1076.59,672.0,Outgoing
60017511,2023-01-31,859.48,,-
60017511,2023-02-03,919.65,60.17,Incoming
60017511,2023-02-03,877.74,41.91,Outgoing
60017511,2023-02-04,-253.55999999999995,1131.3,Outgoing
60017511,2023-02-04,-122.44999999999993,131.11,Incoming
60017511,2023-02-05,-801.15,678.7,Outgoing
60017511,2023-02-11,-857.31,56.16,Outgoing
60017511,2023-02-11,-2220.91,1363.6,Outgoing
60017511,2023-02-13,-2290.16,69.25,Outgoing
60114464,2023-01-31,972.56,,-
60114464,2023-02-03,1016.31,43.75,Incoming
60114464,2023-02-09,1194.92,178.61,Incoming
60114464,2023-02-10,-80.48000000000002,1275.4,Outgoing
60114464,2023-02-10,-1720.88,1640.4,Outgoing
60114464,2023-02-10,-2909.1800000000003,1188.3,Outgoing
60114464,2023-02-11,-1131.3800000000003,1777.8,Incoming
60114464,2023-02-13,-977.7600000000003,153.62,Incoming
60138058,2023-01-31,686.46,,-
